accuracy,loss,val_accuracy,val_loss
0.4534270763397217,2.3124094009399414,0.5694200396537781,0.9929426908493042
0.5817223191261292,0.9521499276161194,0.5764499306678772,0.9091434478759766
0.551845371723175,0.8982628583908081,0.557117760181427,0.8131927251815796
0.5694200396537781,0.8443401455879211,0.6098418235778809,0.7816824913024902
0.5975395441055298,0.8250883221626282,0.5975395441055298,0.7843418717384338
0.6063268780708313,0.8109992146492004,0.6028119325637817,0.7578854560852051
0.5834797620773315,0.7838385701179504,0.6502636075019836,0.7275829315185547
0.634446382522583,0.7288045883178711,0.6080843806266785,0.7397269606590271
0.6256590485572815,0.7191935181617737,0.611599326133728,0.7554745078086853
0.6414762735366821,0.7227451205253601,0.6590509414672852,0.7057368755340576
0.671353280544281,0.663510799407959,0.6678383350372314,0.666189968585968
0.694200336933136,0.6285038590431213,0.6414762735366821,0.7233847975730896
0.7082601189613342,0.6343770623207092,0.6783831119537354,0.6297897696495056
0.7047451734542847,0.6079604625701904,0.688927948474884,0.6534901261329651
0.7135325074195862,0.6066474318504333,0.6678383350372314,0.7597020268440247
0.7170474529266357,0.6146554946899414,0.676625669002533,0.6547610759735107
0.7240773439407349,0.5502396821975708,0.694200336933136,0.6195200681686401
0.7170474529266357,0.5695245862007141,0.6818980574607849,0.6502388715744019
0.7469244003295898,0.5821860432624817,0.6748681664466858,0.6424844861030579
0.7504393458366394,0.5606865286827087,0.7117750644683838,0.5874201655387878
0.7574692368507385,0.5433492660522461,0.6783831119537354,0.6424404382705688
0.7416520118713379,0.5295783281326294,0.6818980574607849,0.6349250674247742
0.7609841823577881,0.504300057888031,0.7152900099754333,0.6736259460449219
0.7521968483924866,0.516941249370575,0.6520211100578308,0.9002591371536255
0.748681902885437,0.5347580909729004,0.7152900099754333,0.6355218887329102
0.76625657081604,0.49489644169807434,0.7047451734542847,0.5996190905570984
0.7891036868095398,0.46430960297584534,0.7135325074195862,0.6087225079536438
0.8101933002471924,0.4658442437648773,0.6643233895301819,0.6853652000427246
0.7838312983512878,0.4763406217098236,0.7381370663642883,0.6337262988090515
0.7855887413024902,0.4702227711677551,0.731107234954834,0.5790072679519653
0.8365553617477417,0.41059139370918274,0.6836555600166321,0.7465035915374756
0.8101933002471924,0.4347763657569885,0.7434095144271851,0.5809749364852905
0.8365553617477417,0.39885851740837097,0.7100175619125366,0.6075137853622437
0.8172231912612915,0.41274717450141907,0.7223198413848877,0.6283184289932251
0.8365553617477417,0.3800572454929352,0.6906853914260864,0.6532869935035706
0.8066783547401428,0.4436136782169342,0.7170474529266357,0.6748777031898499
0.8049209117889404,0.4566657245159149,0.7240773439407349,0.6212796568870544
0.8488576412200928,0.35496652126312256,0.7275922894477844,0.6480307579040527
0.8699472546577454,0.3265368938446045,0.7592267394065857,0.5701971650123596
0.885764479637146,0.30110326409339905,0.7416520118713379,0.5895646214485168
0.8840070366859436,0.2645260989665985,0.6643233895301819,0.9430692195892334
0.8558875322341919,0.37249624729156494,0.7521968483924866,0.5614056587219238
0.8910369277000427,0.3046005368232727,0.7504393458366394,0.6317459344863892
0.8787346482276917,0.29822003841400146,0.7504393458366394,0.6963322758674622
0.8875219821929932,0.2729731798171997,0.7521968483924866,0.6240459084510803
0.9191564321517944,0.21928246319293976,0.7750439643859863,0.6240146160125732
0.9297012090682983,0.19229093194007874,0.7644991278648376,0.6834855079650879
0.9507908821105957,0.17098794877529144,0.7434095144271851,0.6846161484718323
0.9525483250617981,0.1422613263130188,0.7434095144271851,0.7606226801872253
0.95782071352005,0.12688016891479492,0.748681902885437,0.9008775949478149
0.9121265411376953,0.21781399846076965,0.7416520118713379,0.6849877238273621
0.9173989295959473,0.1937028020620346,0.7644991278648376,0.7018346190452576
0.9297012090682983,0.16759158670902252,0.7697715163230896,0.7218799591064453
0.9595782160758972,0.132748082280159,0.7434095144271851,0.8680616021156311
0.9525483250617981,0.13180266320705414,0.7785588502883911,0.716724157333374
0.9683655500411987,0.09073521941900253,0.7609841823577881,0.7830010056495667
0.9771528840065002,0.061637215316295624,0.7574692368507385,0.8071828484535217
